Building,Day,Hour,Usage_kWh
Sports_Facility,Wed,7,60.12
Residencies,Wed,7,94.28
Extras,Wed,7,43.77
Hostel_1,Wed,8,65.45
Hostel_2,Wed,8,98.22
Hostel_3,Wed,8,83.75
Hostel_4,Wed,8,99.63
Hostel_5,Wed,8,74.27
Hostel_6,Wed,8,68.41
Hostel_7,Wed,8,55.72
Hostel_8,Wed,8,88
Hostel_9,Wed,8,76.61
Hostel_10,Wed,8,67.54
Hostel_11,Wed,8,69.88
Hostel_12,Wed,8,54.02
Hostel_13,Wed,8,55.74
Hostel_14,Wed,8,91.47
Dept_1,Wed,8,63.12
Dept_2,Wed,8,51.58
Dept_3,Wed,8,73.04
Dept_4,Wed,8,40.89
Dept_5,Wed,8,48.82
Dept_6,Wed,8,48.11
Dept_7,Wed,8,51.77
Dept_8,Wed,8,56.46
Dept_9,Wed,8,53.46
Dept_10,Wed,8,53.2
Dept_11,Wed,8,33.02
Dept_12,Wed,8,41.43
Dept_13,Wed,8,47.6
Dept_14,Wed,8,54.27
Dept_15,Wed,8,40.93
Dept_16,Wed,8,71.31
Dept_17,Wed,8,39.65
Dept_18,Wed,8,66.02
Dept_19,Wed,8,38.58
Dept_20,Wed,8,40.7
Dept_21,Wed,8,55.14
Dept_22,Wed,8,53.56
Dept_23,Wed,8,26.07
Library,Wed,8,50.22
Lecture_Hall_1,Wed,8,27.87
Lecture_Hall_2,Wed,8,23.26
MAC,Wed,8,54.92
SAC,Wed,8,68.09
Gym,Wed,8,95.35
Sports_Facility,Wed,8,67.17
Residencies,Wed,8,121.57
Extras,Wed,8,40.84
Hostel_1,Wed,9,63.19
Hostel_2,Wed,9,105.87
Hostel_3,Wed,9,95.09
Hostel_4,Wed,9,95.3
Hostel_5,Wed,9,95.7
Hostel_6,Wed,9,60.53
Hostel_7,Wed,9,65.33
Hostel_8,Wed,9,97.42
Hostel_9,Wed,9,61.5
Hostel_10,Wed,9,67.77
Hostel_11,Wed,9,68.11
Hostel_12,Wed,9,70.17
Hostel_13,Wed,9,62.97
Hostel_14,Wed,9,89.14
Dept_1,Wed,9,149.77
Dept_2,Wed,9,138.57
Dept_3,Wed,9,181.7
Dept_4,Wed,9,96.75
Dept_5,Wed,9,118.69
Dept_6,Wed,9,157.94
Dept_7,Wed,9,109.39
Dept_8,Wed,9,160.46
Dept_9,Wed,9,174.73
Dept_10,Wed,9,141.82
Dept_11,Wed,9,88.24
Dept_12,Wed,9,116.23
Dept_13,Wed,9,179.29
Dept_14,Wed,9,124.53
Dept_15,Wed,9,120.35
Dept_16,Wed,9,189.83
Dept_17,Wed,9,110.35
Dept_18,Wed,9,183.92
Dept_19,Wed,9,91.47
Dept_20,Wed,9,125.96
Dept_21,Wed,9,230.36
Dept_22,Wed,9,175.14
Dept_23,Wed,9,86.27
Library,Wed,9,153.76
Lecture_Hall_1,Wed,9,190.35
Lecture_Hall_2,Wed,9,199.37
MAC,Wed,9,55.66
SAC,Wed,9,59.86
Gym,Wed,9,96.91
Sports_Facility,Wed,9,56.09
Residencies,Wed,9,118.21
Extras,Wed,9,44.29
Hostel_1,Wed,10,59.45
Hostel_2,Wed,10,120.32
Hostel_3,Wed,10,100.81
Hostel_4,Wed,10,126.02
Hostel_5,Wed,10,91.73
Hostel_6,Wed,10,56.82
Hostel_7,Wed,10,61.45
Hostel_8,Wed,10,96.03
Hostel_9,Wed,10,65.77
Hostel_10,Wed,10,74.37
Hostel_11,Wed,10,52.09
Hostel_12,Wed,10,58.51
Hostel_13,Wed,10,56.61
Hostel_14,Wed,10,104.95
Dept_1,Wed,10,141.71
Dept_2,Wed,10,124.65
Dept_3,Wed,10,158.84
Dept_4,Wed,10,103.74
Dept_5,Wed,10,115.35
Dept_6,Wed,10,143.3
Dept_7,Wed,10,132.78
Dept_8,Wed,10,122.58
Dept_9,Wed,10,169.66
Dept_10,Wed,10,149.04
Dept_11,Wed,10,89.75
Dept_12,Wed,10,119.95
Dept_13,Wed,10,147.35
Dept_14,Wed,10,125.68
Dept_15,Wed,10,92.24
Dept_16,Wed,10,181.15
Dept_17,Wed,10,104.47
Dept_18,Wed,10,190.88
Dept_19,Wed,10,96.43
Dept_20,Wed,10,105.51
Dept_21,Wed,10,187.1
Dept_22,Wed,10,164.86
Dept_23,Wed,10,80.94
Library,Wed,10,167.52
Lecture_Hall_1,Wed,10,203.22
Lecture_Hall_2,Wed,10,195.34
MAC,Wed,10,126.41
SAC,Wed,10,116.84
Gym,Wed,10,32.78
Sports_Facility,Wed,10,32.13
Residencies,Wed,10,98.39
Extras,Wed,10,43.15
Hostel_1,Wed,11,55.08
Hostel_2,Wed,11,97.85
Hostel_3,Wed,11,91.04
Hostel_4,Wed,11,99.73
Hostel_5,Wed,11,80.24
Hostel_6,Wed,11,75.28
Hostel_7,Wed,11,55.35
Hostel_8,Wed,11,92.72
Hostel_9,Wed,11,56.04
Hostel_10,Wed,11,70.1
Hostel_11,Wed,11,61.74
Hostel_12,Wed,11,58.02
Hostel_13,Wed,11,63.31
Hostel_14,Wed,11,110.61
Dept_1,Wed,11,170.87
Dept_2,Wed,11,152.24
Dept_3,Wed,11,184.71
Dept_4,Wed,11,109.92
Dept_5,Wed,11,113.85
Dept_6,Wed,11,137.65
Dept_7,Wed,11,110.11
Dept_8,Wed,11,156.79
Dept_9,Wed,11,155.76
Dept_10,Wed,11,166.29
Dept_11,Wed,11,80.82
Dept_12,Wed,11,111.28
Dept_13,Wed,11,151.17
Dept_14,Wed,11,118.41
Dept_15,Wed,11,96.94
Dept_16,Wed,11,179.15
Dept_17,Wed,11,91.39
Dept_18,Wed,11,183.2
Dept_19,Wed,11,80.29
Dept_20,Wed,11,130.08
Dept_21,Wed,11,190.75
Dept_22,Wed,11,191.87
Dept_23,Wed,11,75.29
Library,Wed,11,131.33
Lecture_Hall_1,Wed,11,215.68
Lecture_Hall_2,Wed,11,196.67
MAC,Wed,11,89.26
SAC,Wed,11,128.45
Gym,Wed,11,32.9
Sports_Facility,Wed,11,27.19
Residencies,Wed,11,92.18
Extras,Wed,11,37.56
Hostel_1,Wed,12,59.11
Hostel_2,Wed,12,101.9
Hostel_3,Wed,12,112.23
Hostel_4,Wed,12,99.08
Hostel_5,Wed,12,86.08
Hostel_6,Wed,12,62.92
Hostel_7,Wed,12,59.84
Hostel_8,Wed,12,78.77
Hostel_9,Wed,12,65.27
Hostel_10,Wed,12,57.79
Hostel_11,Wed,12,61.05
Hostel_12,Wed,12,51.26
Hostel_13,Wed,12,68.35
Hostel_14,Wed,12,93.46
Dept_1,Wed,12,172.27
Dept_2,Wed,12,121.56
Dept_3,Wed,12,179.21
Dept_4,Wed,12,118.38
Dept_5,Wed,12,119.71
Dept_6,Wed,12,141.15
Dept_7,Wed,12,124.66
Dept_8,Wed,12,135.73
Dept_9,Wed,12,143.03
Dept_10,Wed,12,138.02
Dept_11,Wed,12,75.36
Dept_12,Wed,12,113.01
Dept_13,Wed,12,151.61
Dept_14,Wed,12,120.86
Dept_15,Wed,12,111.35
Dept_16,Wed,12,179.45
Dept_17,Wed,12,93.93
Dept_18,Wed,12,171.48
Dept_19,Wed,12,98.3
Dept_20,Wed,12,117.8
Dept_21,Wed,12,174.08
Dept_22,Wed,12,181.23
Dept_23,Wed,12,85.12
Library,Wed,12,146.85
Lecture_Hall_1,Wed,12,192.62
Lecture_Hall_2,Wed,12,219.63
MAC,Wed,12,105.13
SAC,Wed,12,114.04
Gym,Wed,12,34.13
Sports_Facility,Wed,12,28.24
Residencies,Wed,12,82.94
Extras,Wed,12,48.29
Hostel_1,Wed,13,62.17
Hostel_2,Wed,13,95.9
Hostel_3,Wed,13,87.08
Hostel_4,Wed,13,107.27
Hostel_5,Wed,13,71.72
Hostel_6,Wed,13,83.27
Hostel_7,Wed,13,54.74
Hostel_8,Wed,13,86.42
Hostel_9,Wed,13,62.71
Hostel_10,Wed,13,55.77
Hostel_11,Wed,13,68.72
Hostel_12,Wed,13,60.13
Hostel_13,Wed,13,59.99
Hostel_14,Wed,13,90.91
Dept_1,Wed,13,134.94
Dept_2,Wed,13,139.33
Dept_3,Wed,13,156.77
Dept_4,Wed,13,101.19
Dept_5,Wed,13,143.15
Dept_6,Wed,13,137.32
Dept_7,Wed,13,113.14
Dept_8,Wed,13,127.81
Dept_9,Wed,13,165.43
Dept_10,Wed,13,139.6
Dept_11,Wed,13,89.3
Dept_12,Wed,13,103.88
Dept_13,Wed,13,162.01
Dept_14,Wed,13,130.1
Dept_15,Wed,13,98.07
Dept_16,Wed,13,201.54
Dept_17,Wed,13,86.94
Dept_18,Wed,13,176.75
Dept_19,Wed,13,97.12
Dept_20,Wed,13,110.6
Dept_21,Wed,13,159.97
Dept_22,Wed,13,186.55
Dept_23,Wed,13,85.44
Library,Wed,13,147
Lecture_Hall_1,Wed,13,228.78
Lecture_Hall_2,Wed,13,187.76
MAC,Wed,13,84.2
SAC,Wed,13,144
Gym,Wed,13,42.83
Sports_Facility,Wed,13,34.65
Residencies,Wed,13,87.41
Extras,Wed,13,39.99
Hostel_1,Wed,14,71.17
Hostel_2,Wed,14,101.02
Hostel_3,Wed,14,87.88
Hostel_4,Wed,14,94.9
Hostel_5,Wed,14,88.35
Hostel_6,Wed,14,68.74
Hostel_7,Wed,14,59.04
Hostel_8,Wed,14,98.28
Hostel_9,Wed,14,57.84
Hostel_10,Wed,14,73.29
Hostel_11,Wed,14,56.9
Hostel_12,Wed,14,53.48
Hostel_13,Wed,14,57.21
Hostel_14,Wed,14,96.97
Dept_1,Wed,14,149.32
Dept_2,Wed,14,119.31
Dept_3,Wed,14,160.71
Dept_4,Wed,14,86.55
Dept_5,Wed,14,118.04
Dept_6,Wed,14,131.53
Dept_7,Wed,14,108.41
Dept_8,Wed,14,127.3
Dept_9,Wed,14,140
Dept_10,Wed,14,162.57
Dept_11,Wed,14,81.63
Dept_12,Wed,14,130.77
Dept_13,Wed,14,157.83
Dept_14,Wed,14,145.29
Dept_15,Wed,14,108.28
Dept_16,Wed,14,160.78
Dept_17,Wed,14,102.57
Dept_18,Wed,14,155.69
Dept_19,Wed,14,105.14
Dept_20,Wed,14,119.79
Dept_21,Wed,14,185.44
Dept_22,Wed,14,190.42
Dept_23,Wed,14,78.74
Library,Wed,14,137.22
Lecture_Hall_1,Wed,14,199.44
Lecture_Hall_2,Wed,14,210.75
MAC,Wed,14,84.12
SAC,Wed,14,127.19
Gym,Wed,14,36.88
Sports_Facility,Wed,14,31.11
Residencies,Wed,14,97.65
Extras,Wed,14,33.83
Hostel_1,Wed,15,63.6
Hostel_2,Wed,15,115.76
Hostel_3,Wed,15,96.2
Hostel_4,Wed,15,96.01
Hostel_5,Wed,15,90.15
Hostel_6,Wed,15,69.11
Hostel_7,Wed,15,56.17
Hostel_8,Wed,15,88.01
Hostel_9,Wed,15,75.15
Hostel_10,Wed,15,61.6
Hostel_11,Wed,15,58.55
Hostel_12,Wed,15,51.58
Hostel_13,Wed,15,67.78
Hostel_14,Wed,15,93.31
Dept_1,Wed,15,156.23
Dept_2,Wed,15,129.31
Dept_3,Wed,15,172.88
Dept_4,Wed,15,93.37
Dept_5,Wed,15,118.84
Dept_6,Wed,15,169.47
Dept_7,Wed,15,112.41
Dept_8,Wed,15,187.91
Dept_9,Wed,15,150.6
Dept_10,Wed,15,175.61
Dept_11,Wed,15,77.03
Dept_12,Wed,15,119.04
Dept_13,Wed,15,167.19
Dept_14,Wed,15,129.01
Dept_15,Wed,15,122
Dept_16,Wed,15,179.77
Dept_17,Wed,15,100.03
Dept_18,Wed,15,182.78
Dept_19,Wed,15,88.43
Dept_20,Wed,15,121.54
Dept_21,Wed,15,167.52
Dept_22,Wed,15,202.41
Dept_23,Wed,15,79.02
Library,Wed,15,121.96
Lecture_Hall_1,Wed,15,218.56
Lecture_Hall_2,Wed,15,211.27
MAC,Wed,15,82.74
SAC,Wed,15,130.82
Gym,Wed,15,35.45
Sports_Facility,Wed,15,25.81
Residencies,Wed,15,94.38
Extras,Wed,15,43.63
Hostel_1,Wed,16,62.75
Hostel_2,Wed,16,96.65
Hostel_3,Wed,16,107.39
Hostel_4,Wed,16,112.48
Hostel_5,Wed,16,94.43
Hostel_6,Wed,16,65.28
Hostel_7,Wed,16,52.44
Hostel_8,Wed,16,89.61
Hostel_9,Wed,16,55.96
Hostel_10,Wed,16,60.63
Hostel_11,Wed,16,49.28
Hostel_12,Wed,16,58.57
Hostel_13,Wed,16,61.92
Hostel_14,Wed,16,95.39
Dept_1,Wed,16,151.35
Dept_2,Wed,16,115.41
Dept_3,Wed,16,150.97
Dept_4,Wed,16,115.52
Dept_5,Wed,16,119.35
Dept_6,Wed,16,139.32
Dept_7,Wed,16,108.94
Dept_8,Wed,16,143.65
Dept_9,Wed,16,154.42
Dept_10,Wed,16,187.27
Dept_11,Wed,16,90.07
Dept_12,Wed,16,122.06
Dept_13,Wed,16,166.84
Dept_14,Wed,16,136.95
Dept_15,Wed,16,106.75
Dept_16,Wed,16,170.18
Dept_17,Wed,16,100.12
Dept_18,Wed,16,184.79
Dept_19,Wed,16,93.25
Dept_20,Wed,16,131.32
Dept_21,Wed,16,135.79
Dept_22,Wed,16,220.07
Dept_23,Wed,16,79.69
Library,Wed,16,152.92
Lecture_Hall_1,Wed,16,235.44
Lecture_Hall_2,Wed,16,180.49
MAC,Wed,16,107.91
SAC,Wed,16,82.16
Gym,Wed,16,31.96
Sports_Facility,Wed,16,33.74
Residencies,Wed,16,104.81
Extras,Wed,16,34.34
Hostel_1,Wed,17,56.5
Hostel_2,Wed,17,92.47
Hostel_3,Wed,17,83.23
Hostel_4,Wed,17,93.28
Hostel_5,Wed,17,70.88
Hostel_6,Wed,17,71.37
Hostel_7,Wed,17,58.29
Hostel_8,Wed,17,80.32
Hostel_9,Wed,17,69.04
Hostel_10,Wed,17,72.69
Hostel_11,Wed,17,64.27
Hostel_12,Wed,17,58.14
Hostel_13,Wed,17,63.32
Hostel_14,Wed,17,96.18
Dept_1,Wed,17,134.99
Dept_2,Wed,17,153.03
Dept_3,Wed,17,180.45
Dept_4,Wed,17,115.62
Dept_5,Wed,17,136.56
Dept_6,Wed,17,145.91
Dept_7,Wed,17,104.84
Dept_8,Wed,17,153.21
Dept_9,Wed,17,147.27
Dept_10,Wed,17,147.82
Dept_11,Wed,17,91.73
Dept_12,Wed,17,109.08
Dept_13,Wed,17,173.79
Dept_14,Wed,17,118.67
Dept_15,Wed,17,114.44
Dept_16,Wed,17,159.41
Dept_17,Wed,17,95.51
Dept_18,Wed,17,183.43
Dept_19,Wed,17,94.26
Dept_20,Wed,17,106.68
Dept_21,Wed,17,198.21
Dept_22,Wed,17,168.8
Dept_23,Wed,17,78.86
Library,Wed,17,140.49
Lecture_Hall_1,Wed,17,188.04
Lecture_Hall_2,Wed,17,212.19
MAC,Wed,17,92.81
SAC,Wed,17,122.67
Gym,Wed,17,83.6
Sports_Facility,Wed,17,65.52
Residencies,Wed,17,87.6
Extras,Wed,17,43.01
Hostel_1,Wed,18,151.4
Hostel_2,Wed,18,235.02
Hostel_3,Wed,18,214.71
Hostel_4,Wed,18,222.06
Hostel_5,Wed,18,229.08
Hostel_6,Wed,18,167.83
Hostel_7,Wed,18,136.32
Hostel_8,Wed,18,237.1
Hostel_9,Wed,18,135.88
Hostel_10,Wed,18,160.78
Hostel_11,Wed,18,121.22
Hostel_12,Wed,18,136.78
Hostel_13,Wed,18,115.49
Hostel_14,Wed,18,214.56
Dept_1,Wed,18,56.03
Dept_2,Wed,18,49.44
Dept_3,Wed,18,67.59
Dept_4,Wed,18,36
Dept_5,Wed,18,49.97
Dept_6,Wed,18,57.69
Dept_7,Wed,18,48.8
Dept_8,Wed,18,60.76
Dept_9,Wed,18,59.23
Dept_10,Wed,18,58.43
Dept_11,Wed,18,28.99
Dept_12,Wed,18,35.76
Dept_13,Wed,18,58.2
Dept_14,Wed,18,43.73
Dept_15,Wed,18,40.81
Dept_16,Wed,18,67.3
Dept_17,Wed,18,43.68
Dept_18,Wed,18,65
Dept_19,Wed,18,31.12
Dept_20,Wed,18,41.74
Dept_21,Wed,18,77.6
Dept_22,Wed,18,70.19
Dept_23,Wed,18,26.95
Library,Wed,18,146
Lecture_Hall_1,Wed,18,21.12
Lecture_Hall_2,Wed,18,25.08
MAC,Wed,18,114.79
SAC,Wed,18,96.02
Gym,Wed,18,91.6
Sports_Facility,Wed,18,66.39
Residencies,Wed,18,246.32
Extras,Wed,18,32.01
Hostel_1,Wed,19,152.08
Hostel_2,Wed,19,213.8
Hostel_3,Wed,19,191.12
Hostel_4,Wed,19,242.76
Hostel_5,Wed,19,187.33
Hostel_6,Wed,19,156.58
Hostel_7,Wed,19,133.78
Hostel_8,Wed,19,231.96
Hostel_9,Wed,19,128.37
Hostel_10,Wed,19,155.51
Hostel_11,Wed,19,157.52
Hostel_12,Wed,19,119.2
Hostel_13,Wed,19,136.41
Hostel_14,Wed,19,213.4
Dept_1,Wed,19,72.42
Dept_2,Wed,19,54.25
Dept_3,Wed,19,48.86
Dept_4,Wed,19,38.68
Dept_5,Wed,19,44.3
Dept_6,Wed,19,53.31
Dept_7,Wed,19,40.44
Dept_8,Wed,19,49.47
Dept_9,Wed,19,47.18
Dept_10,Wed,19,53.93
Dept_11,Wed,19,33.34
Dept_12,Wed,19,52.9
Dept_13,Wed,19,58.56
Dept_14,Wed,19,51.71
Dept_15,Wed,19,49.25
Dept_16,Wed,19,57.93
Dept_17,Wed,19,41.23
Dept_18,Wed,19,66.78
Dept_19,Wed,19,34.88
Dept_20,Wed,19,43.22
Dept_21,Wed,19,64.16
Dept_22,Wed,19,67.59
Dept_23,Wed,19,28.73
Library,Wed,19,128.8
Lecture_Hall_1,Wed,19,25.69
Lecture_Hall_2,Wed,19,25.25
MAC,Wed,19,103.19
SAC,Wed,19,122.15
Gym,Wed,19,90.01
Sports_Facility,Wed,19,90.56
Residencies,Wed,19,223.39
Extras,Wed,19,36.36
Hostel_1,Wed,20,140.6
Hostel_2,Wed,20,226.72
Hostel_3,Wed,20,223.35
Hostel_4,Wed,20,242.31
Hostel_5,Wed,20,197.55
Hostel_6,Wed,20,178.69
Hostel_7,Wed,20,121.73
Hostel_8,Wed,20,193.69
Hostel_9,Wed,20,154.79
Hostel_10,Wed,20,169.58
Hostel_11,Wed,20,141.37
Hostel_12,Wed,20,149.3
Hostel_13,Wed,20,156.93
Hostel_14,Wed,20,208.8
Dept_1,Wed,20,62.35
Dept_2,Wed,20,46.71
Dept_3,Wed,20,54.45
Dept_4,Wed,20,42.14
Dept_5,Wed,20,48.29
Dept_6,Wed,20,47.69
Dept_7,Wed,20,39.39
Dept_8,Wed,20,47.41
Dept_9,Wed,20,56.23
Dept_10,Wed,20,59.94
Dept_11,Wed,20,28.44
Dept_12,Wed,20,41.64
Dept_13,Wed,20,68.64
Dept_14,Wed,20,50.03
Dept_15,Wed,20,49.48
Dept_16,Wed,20,64.17
Dept_17,Wed,20,39.53
Dept_18,Wed,20,59.08
Dept_19,Wed,20,36.06
Dept_20,Wed,20,46.43
Dept_21,Wed,20,63.95
Dept_22,Wed,20,70.86
Dept_23,Wed,20,32.59
Library,Wed,20,151.04
Lecture_Hall_1,Wed,20,21.52
Lecture_Hall_2,Wed,20,29.27
MAC,Wed,20,92.54
SAC,Wed,20,113.13
Gym,Wed,20,93.61
Sports_Facility,Wed,20,75.35
Residencies,Wed,20,219.78
Extras,Wed,20,33.25
Hostel_1,Wed,21,139.49
Hostel_2,Wed,21,235.91
Hostel_3,Wed,21,223.6
Hostel_4,Wed,21,246.82
Hostel_5,Wed,21,201.54
Hostel_6,Wed,21,156.11
Hostel_7,Wed,21,114.11
Hostel_8,Wed,21,256.69
Hostel_9,Wed,21,148.06
Hostel_10,Wed,21,150.12
Hostel_11,Wed,21,157.14
Hostel_12,Wed,21,128.89
Hostel_13,Wed,21,132.93
Hostel_14,Wed,21,228.32
Dept_1,Wed,21,48.66
Dept_2,Wed,21,50.4
Dept_3,Wed,21,61.52
Dept_4,Wed,21,40.72
Dept_5,Wed,21,47.65
Dept_6,Wed,21,49.76
Dept_7,Wed,21,41.27
Dept_8,Wed,21,48.7
Dept_9,Wed,21,53.29
Dept_10,Wed,21,51.55
Dept_11,Wed,21,25.22
Dept_12,Wed,21,37.57
Dept_13,Wed,21,53.17
Dept_14,Wed,21,52.47
Dept_15,Wed,21,46.4
Dept_16,Wed,21,55.97
Dept_17,Wed,21,34.96
Dept_18,Wed,21,70.33
Dept_19,Wed,21,33.44
Dept_20,Wed,21,40.4
Dept_21,Wed,21,61.26
Dept_22,Wed,21,72.5
Dept_23,Wed,21,32.27
Library,Wed,21,140.83
Lecture_Hall_1,Wed,21,19.35
Lecture_Hall_2,Wed,21,21.06
MAC,Wed,21,61.3
SAC,Wed,21,75
Gym,Wed,21,95.27
Sports_Facility,Wed,21,85.78
Residencies,Wed,21,240.19
Extras,Wed,21,41.62
Hostel_1,Wed,22,143.96
Hostel_2,Wed,22,230.85
Hostel_3,Wed,22,239.55
Hostel_4,Wed,22,203
Hostel_5,Wed,22,199.13
Hostel_6,Wed,22,165.35
Hostel_7,Wed,22,138.24
Hostel_8,Wed,22,221.55
Hostel_9,Wed,22,147.66
Hostel_10,Wed,22,143.24
Hostel_11,Wed,22,138.11
Hostel_12,Wed,22,103.02
Hostel_13,Wed,22,121.04
Hostel_14,Wed,22,188.5
Dept_1,Wed,22,46.06
Dept_2,Wed,22,42.16
Dept_3,Wed,22,64.79
Dept_4,Wed,22,32.73
Dept_5,Wed,22,47.88
Dept_6,Wed,22,58.28
Dept_7,Wed,22,36.25
Dept_8,Wed,22,53.83
Dept_9,Wed,22,58.89
Dept_10,Wed,22,52.71
Dept_11,Wed,22,31.21
Dept_12,Wed,22,41.84
Dept_13,Wed,22,56.98
Dept_14,Wed,22,52.91
Dept_15,Wed,22,41.93
Dept_16,Wed,22,62.21
Dept_17,Wed,22,34.39
Dept_18,Wed,22,64.25
Dept_19,Wed,22,34.5
Dept_20,Wed,22,31.76
Dept_21,Wed,22,61.94
Dept_22,Wed,22,71.17
Dept_23,Wed,22,27.35
Library,Wed,22,148.74
Lecture_Hall_1,Wed,22,21.39
Lecture_Hall_2,Wed,22,22.68
MAC,Wed,22,59.22
SAC,Wed,22,58.25
Gym,Wed,22,39.97
Sports_Facility,Wed,22,31.04
Residencies,Wed,22,200.84
Extras,Wed,22,37.65
Hostel_1,Wed,23,112.82
Hostel_2,Wed,23,239.84
Hostel_3,Wed,23,211.48
Hostel_4,Wed,23,261.11
Hostel_5,Wed,23,186.3
Hostel_6,Wed,23,154.1
Hostel_7,Wed,23,119.34
Hostel_8,Wed,23,185.27
Hostel_9,Wed,23,148.49
Hostel_10,Wed,23,143.34
Hostel_11,Wed,23,123.41
Hostel_12,Wed,23,137.66
Hostel_13,Wed,23,132.09
Hostel_14,Wed,23,219.96
Dept_1,Wed,23,52.54
Dept_2,Wed,23,44.08
Dept_3,Wed,23,60.95
Dept_4,Wed,23,36.03
Dept_5,Wed,23,51.51
Dept_6,Wed,23,50.83
Dept_7,Wed,23,42.8
Dept_8,Wed,23,49.44
Dept_9,Wed,23,57.62
Dept_10,Wed,23,56.47
Dept_11,Wed,23,34.71
Dept_12,Wed,23,42.64
Dept_13,Wed,23,63.87
Dept_14,Wed,23,51.99
Dept_15,Wed,23,38.53
Dept_16,Wed,23,81.5
Dept_17,Wed,23,36.76
Dept_18,Wed,23,66.02
Dept_19,Wed,23,39.59
Dept_20,Wed,23,39.32
Dept_21,Wed,23,69.14
Dept_22,Wed,23,65.51
Dept_23,Wed,23,35.49
Library,Wed,23,55.11
Lecture_Hall_1,Wed,23,20.67
Lecture_Hall_2,Wed,23,22.41
MAC,Wed,23,47.59
SAC,Wed,23,62.81
Gym,Wed,23,37.31
Sports_Facility,Wed,23,29.72
Residencies,Wed,23,241.44
Extras,Wed,23,33.97
Hostel_1,Thu,0,117.9
Hostel_2,Thu,0,182.34
Hostel_3,Thu,0,154.37
Hostel_4,Thu,0,212.92
Hostel_5,Thu,0,144.19
Hostel_6,Thu,0,141.37
Hostel_7,Thu,0,117.43
Hostel_8,Thu,0,128.54
Hostel_9,Thu,0,130.82
Hostel_10,Thu,0,127.38
Hostel_11,Thu,0,110.9
Hostel_12,Thu,0,90.68
Hostel_13,Thu,0,106.78
Hostel_14,Thu,0,178.78
Dept_1,Thu,0,30.87
Dept_2,Thu,0,21.21
Dept_3,Thu,0,32.86
Dept_4,Thu,0,23.71
Dept_5,Thu,0,19.14
Dept_6,Thu,0,23.52
Dept_7,Thu,0,22.86
Dept_8,Thu,0,22.2
Dept_9,Thu,0,27.77
Dept_10,Thu,0,28.32
Dept_11,Thu,0,15.14
Dept_12,Thu,0,18.64
Dept_13,Thu,0,34.29
Dept_14,Thu,0,19.72
Dept_15,Thu,0,16.62
Dept_16,Thu,0,33.56
Dept_17,Thu,0,19.09
Dept_18,Thu,0,28.96
Dept_19,Thu,0,21.11
Dept_20,Thu,0,18.53
Dept_21,Thu,0,30.78
Dept_22,Thu,0,38.44
Dept_23,Thu,0,14.83
Library,Thu,0,53.32
Lecture_Hall_1,Thu,0,23.66
Lecture_Hall_2,Thu,0,21.61
MAC,Thu,0,49.1
SAC,Thu,0,63.82
Gym,Thu,0,34.7
Sports_Facility,Thu,0,30.37
Residencies,Thu,0,212.97
Extras,Thu,0,38.51
Hostel_1,Thu,1,116.28
Hostel_2,Thu,1,205.93
Hostel_3,Thu,1,133.74
Hostel_4,Thu,1,184
Hostel_5,Thu,1,175.37
Hostel_6,Thu,1,134.54
Hostel_7,Thu,1,112.04
Hostel_8,Thu,1,200.29
Hostel_9,Thu,1,114.4
Hostel_10,Thu,1,132.7
Hostel_11,Thu,1,117.17
Hostel_12,Thu,1,110.35
Hostel_13,Thu,1,112.74
Hostel_14,Thu,1,179.56
Dept_1,Thu,1,34.5
Dept_2,Thu,1,30.04
Dept_3,Thu,1,34.07
Dept_4,Thu,1,16.25
Dept_5,Thu,1,22.16
Dept_6,Thu,1,21.79
Dept_7,Thu,1,26.75
Dept_8,Thu,1,25.8
Dept_9,Thu,1,26.41
Dept_10,Thu,1,26.35
Dept_11,Thu,1,16.51
Dept_12,Thu,1,19.31
Dept_13,Thu,1,26.86
Dept_14,Thu,1,22.39
Dept_15,Thu,1,21.86
Dept_16,Thu,1,34.71
Dept_17,Thu,1,19.78
Dept_18,Thu,1,28.9
Dept_19,Thu,1,15.9
Dept_20,Thu,1,24.68
Dept_21,Thu,1,29.87
Dept_22,Thu,1,34.91
Dept_23,Thu,1,12.95
Library,Thu,1,52.97
Lecture_Hall_1,Thu,1,24
Lecture_Hall_2,Thu,1,22.37
MAC,Thu,1,54.61
SAC,Thu,1,60.12
Gym,Thu,1,32.02
Sports_Facility,Thu,1,30.59
Residencies,Thu,1,160.53
Extras,Thu,1,41.11
Hostel_1,Thu,2,82.21
Hostel_2,Thu,2,196.52
Hostel_3,Thu,2,135.42
Hostel_4,Thu,2,185.91
Hostel_5,Thu,2,178.9
Hostel_6,Thu,2,141.73
Hostel_7,Thu,2,120.37
Hostel_8,Thu,2,188.33
Hostel_9,Thu,2,110.86
Hostel_10,Thu,2,130.72
Hostel_11,Thu,2,119.43
Hostel_12,Thu,2,91.73
Hostel_13,Thu,2,104.07
Hostel_14,Thu,2,177.36
Dept_1,Thu,2,25.24
Dept_2,Thu,2,23.67
Dept_3,Thu,2,29.75
Dept_4,Thu,2,22.76
Dept_5,Thu,2,24.9
Dept_6,Thu,2,27.42
Dept_7,Thu,2,18.17
Dept_8,Thu,2,26.87
Dept_9,Thu,2,26.95
Dept_10,Thu,2,30.54
Dept_11,Thu,2,14.89
Dept_12,Thu,2,19.91
Dept_13,Thu,2,28.11
