Student_ID,Course,Total_Classes,Classes_Attended,Attendance_Percentage
4686,C,120,93,77.5
4686,D,120,113,94.17
4686,E,120,113,94.17
4686,F,120,90,75.0
4686,G,120,78,65.0
4687,A,120,105,87.5
4687,B,120,91,75.83
4687,C,120,95,79.17
4687,D,120,119,99.17
4687,E,120,111,92.5
4687,F,120,106,88.33
4687,G,120,80,66.67
4688,A,120,95,79.17
4688,B,120,76,63.33
4688,C,120,93,77.5
4688,D,120,118,98.33
4688,E,120,114,95.0
4688,F,120,101,84.17
4688,G,120,85,70.83
4689,A,120,103,85.83
4689,B,120,67,55.83
4689,C,120,94,78.33
4689,D,120,115,95.83
4689,E,120,116,96.67
4689,F,120,106,88.33
4689,G,120,80,66.67
4690,A,120,104,86.67
4690,B,120,78,65.0
4690,C,120,95,79.17
4690,D,120,113,94.17
4690,E,120,112,93.33
4690,F,120,105,87.5
4690,G,120,76,63.33
4691,A,120,102,85.0
4691,B,120,68,56.67
4691,C,120,91,75.83
4691,D,120,115,95.83
4691,E,120,112,93.33
4691,F,120,100,83.33
4691,G,120,79,65.83
4692,A,120,104,86.67
4692,B,120,78,65.0
4692,C,120,90,75.0
4692,D,120,116,96.67
4692,E,120,112,93.33
4692,F,120,106,88.33
4692,G,120,78,65.0
4693,A,120,105,87.5
4693,B,120,81,67.5
4693,C,120,98,81.67
4693,D,120,113,94.17
4693,E,120,112,93.33
4693,F,120,100,83.33
4693,G,120,77,64.17
4694,A,120,101,84.17
4694,B,120,86,71.67
4694,C,120,91,75.83
4694,D,120,113,94.17
4694,E,120,112,93.33
4694,F,120,101,84.17
4694,G,120,82,68.33
4695,A,120,107,89.17
4695,B,120,73,60.83
4695,C,120,94,78.33
4695,D,120,113,94.17
4695,E,120,115,95.83
4695,F,120,108,90.0
4695,G,120,73,60.83
4696,A,120,101,84.17
4696,B,120,67,55.83
4696,C,120,104,86.67
4696,D,120,116,96.67
4696,E,120,112,93.33
4696,F,120,99,82.5
4696,G,120,79,65.83
4697,A,120,102,85.0
4697,B,120,83,69.17
4697,C,120,97,80.83
4697,D,120,118,98.33
4697,E,120,110,91.67
4697,F,120,105,87.5
4697,G,120,89,74.17
4698,A,120,103,85.83
4698,B,120,71,59.17
4698,C,120,93,77.5
4698,D,120,113,94.17
4698,E,120,107,89.17
4698,F,120,105,87.5
4698,G,120,77,64.17
4699,A,120,103,85.83
4699,B,120,83,69.17
4699,C,120,96,80.0
4699,D,120,112,93.33
4699,E,120,112,93.33
4699,F,120,103,85.83
4699,G,120,79,65.83
4700,A,120,103,85.83
4700,B,120,81,67.5
4700,C,120,93,77.5
4700,D,120,113,94.17
4700,E,120,110,91.67
4700,F,120,104,86.67
4700,G,120,81,67.5
4701,A,120,95,79.17
4701,B,120,78,65.0
4701,C,120,93,77.5
4701,D,120,112,93.33
4701,E,120,114,95.0
4701,F,120,95,79.17
4701,G,120,74,61.67
4702,A,120,108,90.0
4702,B,120,82,68.33
4702,C,120,88,73.33
4702,D,120,112,93.33
4702,E,120,109,90.83
4702,F,120,98,81.67
4702,G,120,78,65.0
4703,A,120,101,84.17
4703,B,120,79,65.83
4703,C,120,98,81.67
4703,D,120,115,95.83
4703,E,120,113,94.17
4703,F,120,101,84.17
4703,G,120,79,65.83
4704,A,120,99,82.5
4704,B,120,86,71.67
4704,C,120,98,81.67
4704,D,120,111,92.5
4704,E,120,113,94.17
4704,F,120,105,87.5
4704,G,120,77,64.17
4705,A,120,108,90.0
4705,B,120,73,60.83
4705,C,120,90,75.0
4705,D,120,115,95.83
4705,E,120,116,96.67
4705,F,120,105,87.5
4705,G,120,83,69.17
4706,A,120,101,84.17
4706,B,120,89,74.17
4706,C,120,91,75.83
4706,D,120,114,95.0
4706,E,120,110,91.67
4706,F,120,101,84.17
4706,G,120,79,65.83
4707,A,120,101,84.17
4707,B,120,84,70.0
4707,C,120,95,79.17
4707,D,120,113,94.17
4707,E,120,114,95.0
4707,F,120,105,87.5
4707,G,120,73,60.83
4708,A,120,100,83.33
4708,B,120,75,62.5
4708,C,120,90,75.0
4708,D,120,115,95.83
4708,E,120,112,93.33
4708,F,120,96,80.0
4708,G,120,81,67.5
4709,A,120,99,82.5
4709,B,120,79,65.83
4709,C,120,98,81.67
4709,D,120,113,94.17
4709,E,120,113,94.17
4709,F,120,107,89.17
4709,G,120,71,59.17
4710,A,120,104,86.67
4710,B,120,83,69.17
4710,C,120,98,81.67
4710,D,120,117,97.5
4710,E,120,114,95.0
4710,F,120,98,81.67
4710,G,120,84,70.0
4711,A,120,101,84.17
4711,B,120,79,65.83
4711,C,120,93,77.5
4711,D,120,113,94.17
4711,E,120,113,94.17
4711,F,120,100,83.33
4711,G,120,93,77.5
4712,A,120,97,80.83
4712,B,120,78,65.0
4712,C,120,98,81.67
4712,D,120,119,99.17
4712,E,120,106,88.33
4712,F,120,101,84.17
4712,G,120,76,63.33
4713,A,120,103,85.83
4713,B,120,79,65.83
4713,C,120,88,73.33
4713,D,120,110,91.67
4713,E,120,112,93.33
4713,F,120,104,86.67
4713,G,120,72,60.0
4714,A,120,105,87.5
4714,B,120,82,68.33
4714,C,120,97,80.83
4714,D,120,114,95.0
4714,E,120,111,92.5
4714,F,120,106,88.33
4714,G,120,74,61.67
4715,A,120,107,89.17
4715,B,120,85,70.83
4715,C,120,98,81.67
4715,D,120,113,94.17
4715,E,120,113,94.17
4715,F,120,99,82.5
4715,G,120,76,63.33
4716,A,120,94,78.33
4716,B,120,82,68.33
4716,C,120,99,82.5
4716,D,120,114,95.0
4716,E,120,114,95.0
4716,F,120,98,81.67
4716,G,120,86,71.67
4717,A,120,101,84.17
4717,B,120,77,64.17
4717,C,120,105,87.5
4717,D,120,116,96.67
4717,E,120,109,90.83
4717,F,120,105,87.5
4717,G,120,72,60.0
4718,A,120,100,83.33
4718,B,120,78,65.0
4718,C,120,94,78.33
4718,D,120,115,95.83
4718,E,120,111,92.5
4718,F,120,98,81.67
4718,G,120,82,68.33
4719,A,120,96,80.0
4719,B,120,81,67.5
4719,C,120,87,72.5
4719,D,120,116,96.67
4719,E,120,112,93.33
4719,F,120,101,84.17
4719,G,120,70,58.33
4720,A,120,105,87.5
4720,B,120,76,63.33
4720,C,120,102,85.0
4720,D,120,117,97.5
4720,E,120,115,95.83
4720,F,120,103,85.83
4720,G,120,75,62.5
4721,A,120,107,89.17
4721,B,120,74,61.67
4721,C,120,95,79.17
4721,D,120,115,95.83
4721,E,120,109,90.83
4721,F,120,99,82.5
4721,G,120,85,70.83
4722,A,120,106,88.33
4722,B,120,77,64.17
4722,C,120,98,81.67
4722,D,120,117,97.5
4722,E,120,109,90.83
4722,F,120,99,82.5
4722,G,120,71,59.17
4723,A,120,94,78.33
4723,B,120,79,65.83
4723,C,120,83,69.17
4723,D,120,116,96.67
4723,E,120,115,95.83
4723,F,120,102,85.0
4723,G,120,89,74.17
4724,A,120,100,83.33
4724,B,120,83,69.17
4724,C,120,96,80.0
4724,D,120,117,97.5
4724,E,120,113,94.17
4724,F,120,102,85.0
4724,G,120,76,63.33
4725,A,120,103,85.83
4725,B,120,78,65.0
4725,C,120,98,81.67
4725,D,120,114,95.0
4725,E,120,115,95.83
4725,F,120,103,85.83
4725,G,120,76,63.33
4726,A,120,103,85.83
4726,B,120,78,65.0
4726,C,120,98,81.67
4726,D,120,114,95.0
4726,E,120,110,91.67
4726,F,120,93,77.5
4726,G,120,86,71.67
4727,A,120,100,83.33
4727,B,120,80,66.67
4727,C,120,92,76.67
4727,D,120,116,96.67
4727,E,120,116,96.67
4727,F,120,102,85.0
4727,G,120,86,71.67
4728,A,120,98,81.67
4728,B,120,76,63.33
4728,C,120,97,80.83
4728,D,120,114,95.0
4728,E,120,112,93.33
4728,F,120,103,85.83
4728,G,120,74,61.67
4729,A,120,103,85.83
4729,B,120,75,62.5
4729,C,120,98,81.67
4729,D,120,115,95.83
4729,E,120,108,90.0
4729,F,120,97,80.83
4729,G,120,71,59.17
4730,A,120,96,80.0
4730,B,120,64,53.33
4730,C,120,96,80.0
4730,D,120,113,94.17
4730,E,120,109,90.83
4730,F,120,99,82.5
4730,G,120,74,61.67
4731,A,120,104,86.67
4731,B,120,74,61.67
4731,C,120,99,82.5
4731,D,120,117,97.5
4731,E,120,113,94.17
4731,F,120,106,88.33
4731,G,120,82,68.33
4732,A,120,101,84.17
4732,B,120,81,67.5
4732,C,120,95,79.17
4732,D,120,114,95.0
4732,E,120,114,95.0
4732,F,120,106,88.33
4732,G,120,72,60.0
4733,A,120,99,82.5
4733,B,120,84,70.0
4733,C,120,90,75.0
4733,D,120,115,95.83
4733,E,120,116,96.67
4733,F,120,97,80.83
4733,G,120,79,65.83
4734,A,120,97,80.83
4734,B,120,81,67.5
4734,C,120,97,80.83
4734,D,120,110,91.67
4734,E,120,112,93.33
4734,F,120,99,82.5
4734,G,120,77,64.17
4735,A,120,105,87.5
4735,B,120,83,69.17
4735,C,120,95,79.17
4735,D,120,113,94.17
4735,E,120,115,95.83
4735,F,120,94,78.33
4735,G,120,78,65.0
4736,A,120,104,86.67
4736,B,120,71,59.17
4736,C,120,97,80.83
4736,D,120,115,95.83
4736,E,120,114,95.0
4736,F,120,97,80.83
4736,G,120,74,61.67
4737,A,120,102,85.0
4737,B,120,72,60.0
4737,C,120,98,81.67
4737,D,120,114,95.0
4737,E,120,112,93.33
4737,F,120,107,89.17
4737,G,120,72,60.0
4738,A,120,97,80.83
4738,B,120,77,64.17
4738,C,120,94,78.33
4738,D,120,110,91.67
4738,E,120,111,92.5
4738,F,120,101,84.17
4738,G,120,82,68.33
4739,A,120,101,84.17
4739,B,120,74,61.67
4739,C,120,98,81.67
4739,D,120,112,93.33
4739,E,120,114,95.0
4739,F,120,104,86.67
4739,G,120,75,62.5
4740,A,120,100,83.33
4740,B,120,86,71.67
4740,C,120,98,81.67
4740,D,120,115,95.83
4740,E,120,115,95.83
4740,F,120,102,85.0
4740,G,120,81,67.5
4741,A,120,106,88.33
4741,B,120,82,68.33
4741,C,120,91,75.83
4741,D,120,118,98.33
4741,E,120,106,88.33
4741,F,120,93,77.5
4741,G,120,88,73.33
4742,A,120,104,86.67
4742,B,120,83,69.17
4742,C,120,95,79.17
4742,D,120,115,95.83
4742,E,120,112,93.33
4742,F,120,101,84.17
4742,G,120,76,63.33
4743,A,120,100,83.33
4743,B,120,90,75.0
4743,C,120,97,80.83
4743,D,120,117,97.5
4743,E,120,113,94.17
4743,F,120,97,80.83
4743,G,120,77,64.17
4744,A,120,103,85.83
4744,B,120,89,74.17
4744,C,120,98,81.67
4744,D,120,105,87.5
4744,E,120,114,95.0
4744,F,120,104,86.67
4744,G,120,86,71.67
4745,A,120,108,90.0
4745,B,120,85,70.83
4745,C,120,87,72.5
4745,D,120,111,92.5
4745,E,120,115,95.83
4745,F,120,105,87.5
4745,G,120,78,65.0
4746,A,120,96,80.0
4746,B,120,79,65.83
4746,C,120,104,86.67
4746,D,120,114,95.0
4746,E,120,110,91.67
4746,F,120,100,83.33
4746,G,120,74,61.67
4747,A,120,104,86.67
4747,B,120,75,62.5
4747,C,120,98,81.67
4747,D,120,114,95.0
4747,E,120,110,91.67
4747,F,120,101,84.17
4747,G,120,80,66.67
4748,A,120,105,87.5
4748,B,120,83,69.17
4748,C,120,103,85.83
4748,D,120,112,93.33
4748,E,120,114,95.0
4748,F,120,101,84.17
4748,G,120,69,57.5
4749,A,120,98,81.67
4749,B,120,75,62.5
4749,C,120,89,74.17
4749,D,120,117,97.5
4749,E,120,115,95.83
4749,F,120,111,92.5
4749,G,120,72,60.0
4750,A,120,98,81.67
4750,B,120,79,65.83
4750,C,120,98,81.67
4750,D,120,113,94.17
4750,E,120,110,91.67
4750,F,120,109,90.83
4750,G,120,74,61.67
4751,A,120,99,82.5
4751,B,120,72,60.0
4751,C,120,97,80.83
4751,D,120,113,94.17
4751,E,120,109,90.83
4751,F,120,101,84.17
4751,G,120,83,69.17
4752,A,120,100,83.33
4752,B,120,78,65.0
4752,C,120,97,80.83
4752,D,120,112,93.33
4752,E,120,113,94.17
4752,F,120,108,90.0
4752,G,120,76,63.33
4753,A,120,101,84.17
4753,B,120,76,63.33
4753,C,120,93,77.5
4753,D,120,112,93.33
4753,E,120,109,90.83
4753,F,120,105,87.5
4753,G,120,76,63.33
4754,A,120,99,82.5
4754,B,120,73,60.83
4754,C,120,90,75.0
4754,D,120,113,94.17
4754,E,120,115,95.83
4754,F,120,100,83.33
4754,G,120,80,66.67
4755,A,120,100,83.33
4755,B,120,71,59.17
4755,C,120,102,85.0
4755,D,120,116,96.67
4755,E,120,111,92.5
4755,F,120,97,80.83
4755,G,120,70,58.33
4756,A,120,99,82.5
4756,B,120,74,61.67
4756,C,120,93,77.5
4756,D,120,118,98.33
4756,E,120,114,95.0
4756,F,120,100,83.33
4756,G,120,85,70.83
4757,A,120,100,83.33
4757,B,120,77,64.17
4757,C,120,88,73.33
4757,D,120,115,95.83
4757,E,120,108,90.0
4757,F,120,97,80.83
4757,G,120,76,63.33
4758,A,120,102,85.0
4758,B,120,86,71.67
4758,C,120,94,78.33
4758,D,120,114,95.0
4758,E,120,112,93.33
4758,F,120,103,85.83
4758,G,120,75,62.5
4759,A,120,105,87.5
4759,B,120,84,70.0
4759,C,120,104,86.67
4759,D,120,111,92.5
4759,E,120,106,88.33
4759,F,120,106,88.33
4759,G,120,89,74.17
4760,A,120,102,85.0
4760,B,120,76,63.33
4760,C,120,103,85.83
4760,D,120,116,96.67
4760,E,120,109,90.83
4760,F,120,110,91.67
4760,G,120,85,70.83
4761,A,120,100,83.33
4761,B,120,78,65.0
4761,C,120,95,79.17
4761,D,120,114,95.0
4761,E,120,112,93.33
4761,F,120,105,87.5
4761,G,120,75,62.5
4762,A,120,101,84.17
4762,B,120,68,56.67
4762,C,120,91,75.83
4762,D,120,111,92.5
4762,E,120,111,92.5
4762,F,120,103,85.83
4762,G,120,82,68.33
4763,A,120,101,84.17
4763,B,120,87,72.5
4763,C,120,95,79.17
4763,D,120,113,94.17
4763,E,120,110,91.67
4763,F,120,100,83.33
4763,G,120,70,58.33
4764,A,120,97,80.83
4764,B,120,83,69.17
4764,C,120,87,72.5
4764,D,120,117,97.5
4764,E,120,108,90.0
4764,F,120,94,78.33
4764,G,120,84,70.0
4765,A,120,99,82.5
4765,B,120,68,56.67
4765,C,120,96,80.0
4765,D,120,116,96.67
4765,E,120,111,92.5
4765,F,120,104,86.67
4765,G,120,74,61.67
4766,A,120,101,84.17
4766,B,120,76,63.33
4766,C,120,98,81.67
4766,D,120,116,96.67
4766,E,120,109,90.83
4766,F,120,104,86.67
4766,G,120,76,63.33
4767,A,120,98,81.67
4767,B,120,81,67.5
4767,C,120,96,80.0
4767,D,120,112,93.33
4767,E,120,114,95.0
4767,F,120,102,85.0
4767,G,120,85,70.83
4768,A,120,105,87.5
4768,B,120,77,64.17
4768,C,120,97,80.83
4768,D,120,117,97.5
4768,E,120,116,96.67
4768,F,120,100,83.33
4768,G,120,73,60.83
4769,A,120,99,82.5
4769,B,120,82,68.33
4769,C,120,91,75.83
4769,D,120,115,95.83
4769,E,120,109,90.83
4769,F,120,106,88.33
4769,G,120,79,65.83
4770,A,120,103,85.83
4770,B,120,68,56.67
4770,C,120,94,78.33
4770,D,120,115,95.83
4770,E,120,116,96.67
4770,F,120,103,85.83
4770,G,120,83,69.17
4771,A,120,98,81.67
4771,B,120,67,55.83
4771,C,120,90,75.0
4771,D,120,114,95.0
4771,E,120,115,95.83
4771,F,120,97,80.83
4771,G,120,79,65.83
4772,A,120,100,83.33
4772,B,120,83,69.17
4772,C,120,96,80.0
4772,D,120,116,96.67
4772,E,120,108,90.0
4772,F,120,98,81.67
4772,G,120,77,64.17
4773,A,120,100,83.33
4773,B,120,87,72.5
4773,C,120,96,80.0
4773,D,120,112,93.33
4773,E,120,110,91.67
4773,F,120,108,90.0
4773,G,120,72,60.0
4774,A,120,103,85.83
4774,B,120,74,61.67
4774,C,120,87,72.5
4774,D,120,116,96.67
4774,E,120,115,95.83
4774,F,120,94,78.33
4774,G,120,86,71.67
4775,A,120,104,86.67
4775,B,120,81,67.5
4775,C,120,89,74.17
4775,D,120,118,98.33
4775,E,120,113,94.17
4775,F,120,98,81.67
4775,G,120,74,61.67
4776,A,120,103,85.83
4776,B,120,78,65.0
4776,C,120,86,71.67
4776,D,120,111,92.5
4776,E,120,110,91.67
4776,F,120,107,89.17
4776,G,120,79,65.83
4777,A,120,100,83.33
4777,B,120,79,65.83
4777,C,120,96,80.0
4777,D,120,115,95.83
4777,E,120,110,91.67
4777,F,120,106,88.33
4777,G,120,88,73.33
4778,A,120,93,77.5
4778,B,120,77,64.17
4778,C,120,98,81.67
4778,D,120,113,94.17
4778,E,120,108,90.0
4778,F,120,103,85.83
4778,G,120,79,65.83
4779,A,120,100,83.33
4779,B,120,83,69.17
4779,C,120,92,76.67
4779,D,120,115,95.83
4779,E,120,112,93.33
4779,F,120,107,89.17
4779,G,120,83,69.17
4780,A,120,99,82.5
4780,B,120,81,67.5
4780,C,120,102,85.0
4780,D,120,113,94.17
4780,E,120,112,93.33
4780,F,120,100,83.33
4780,G,120,75,62.5
4781,A,120,92,76.67
4781,B,120,80,66.67
4781,C,120,83,69.17
4781,D,120,117,97.5
4781,E,120,117,97.5
4781,F,120,95,79.17
4781,G,120,83,69.17
4782,A,120,104,86.67
4782,B,120,74,61.67
4782,C,120,92,76.67
4782,D,120,114,95.0
4782,E,120,112,93.33
4782,F,120,100,83.33
4782,G,120,73,60.83
4783,A,120,102,85.0
4783,B,120,73,60.83
4783,C,120,95,79.17
4783,D,120,113,94.17
4783,E,120,113,94.17
4783,F,120,100,83.33
4783,G,120,65,54.17
4784,A,120,104,86.67
4784,B,120,72,60.0
4784,C,120,97,80.83
4784,D,120,115,95.83
4784,E,120,114,95.0
4784,F,120,107,89.17
4784,G,120,71,59.17
4785,A,120,105,87.5
4785,B,120,90,75.0
4785,C,120,105,87.5
4785,D,120,112,93.33
4785,E,120,116,96.67
4785,F,120,105,87.5
4785,G,120,79,65.83
4786,A,120,92,76.67
4786,B,120,79,65.83
4786,C,120,98,81.67
4786,D,120,112,93.33
4786,E,120,114,95.0
4786,F,120,99,82.5
4786,G,120,73,60.83
4787,A,120,106,88.33
4787,B,120,76,63.33
4787,C,120,101,84.17
4787,D,120,112,93.33
4787,E,120,115,95.83
4787,F,120,97,80.83
4787,G,120,78,65.0
4788,A,120,104,86.67
4788,B,120,83,69.17
4788,C,120,96,80.0
4788,D,120,111,92.5
4788,E,120,108,90.0
4788,F,120,105,87.5
4788,G,120,70,58.33
4789,A,120,106,88.33
4789,B,120,75,62.5
4789,C,120,98,81.67
4789,D,120,108,90.0
4789,E,120,114,95.0
4789,F,120,99,82.5
4789,G,120,77,64.17
4790,A,120,99,82.5
4790,B,120,72,60.0
4790,C,120,88,73.33
4790,D,120,109,90.83
4790,E,120,109,90.83
4790,F,120,106,88.33
4790,G,120,76,63.33
4791,A,120,103,85.83
4791,B,120,80,66.67
4791,C,120,94,78.33
4791,D,120,113,94.17
4791,E,120,101,84.17
4791,F,120,110,91.67
4791,G,120,71,59.17
4792,A,120,104,86.67
4792,B,120,75,62.5
4792,C,120,93,77.5
4792,D,120,110,91.67
4792,E,120,110,91.67
4792,F,120,105,87.5
4792,G,120,78,65.0
4793,A,120,107,89.17
4793,B,120,82,68.33
4793,C,120,96,80.0
4793,D,120,109,90.83
4793,E,120,116,96.67
4793,F,120,107,89.17
4793,G,120,83,69.17
4794,A,120,101,84.17
4794,B,120,83,69.17
4794,C,120,95,79.17
4794,D,120,114,95.0
4794,E,120,111,92.5
4794,F,120,104,86.67
4794,G,120,72,60.0
4795,A,120,102,85.0
4795,B,120,81,67.5
4795,C,120,100,83.33
4795,D,120,119,99.17
4795,E,120,106,88.33
4795,F,120,105,87.5
4795,G,120,77,64.17
4796,A,120,102,85.0
4796,B,120,74,61.67
4796,C,120,98,81.67
4796,D,120,111,92.5
4796,E,120,114,95.0
4796,F,120,97,80.83
4796,G,120,78,65.0
4797,A,120,106,88.33
4797,B,120,84,70.0
4797,C,120,93,77.5
4797,D,120,113,94.17
4797,E,120,112,93.33
4797,F,120,103,85.83
4797,G,120,77,64.17
4798,A,120,107,89.17
4798,B,120,87,72.5
4798,C,120,92,76.67
4798,D,120,113,94.17
4798,E,120,114,95.0
4798,F,120,107,89.17
4798,G,120,76,63.33
4799,A,120,102,85.0
4799,B,120,74,61.67
4799,C,120,99,82.5
4799,D,120,117,97.5
4799,E,120,112,93.33
4799,F,120,96,80.0
4799,G,120,75,62.5
4800,A,120,93,77.5
4800,B,120,83,69.17
4800,C,120,101,84.17
4800,D,120,114,95.0
4800,E,120,112,93.33
4800,F,120,105,87.5
4800,G,120,73,60.83
4801,A,120,104,86.67
4801,B,120,78,65.0
4801,C,120,91,75.83
4801,D,120,116,96.67
4801,E,120,113,94.17
4801,F,120,101,84.17
4801,G,120,67,55.83
4802,A,120,103,85.83
4802,B,120,89,74.17
4802,C,120,96,80.0
4802,D,120,112,93.33
4802,E,120,108,90.0
4802,F,120,102,85.0
4802,G,120,70,58.33
4803,A,120,106,88.33
4803,B,120,80,66.67
4803,C,120,96,80.0
4803,D,120,113,94.17
4803,E,120,114,95.0
4803,F,120,106,88.33
4803,G,120,71,59.17
4804,A,120,106,88.33
4804,B,120,73,60.83
4804,C,120,103,85.83
4804,D,120,117,97.5
4804,E,120,108,90.0
4804,F,120,105,87.5
4804,G,120,78,65.0
4805,A,120,107,89.17
4805,B,120,81,67.5
4805,C,120,102,85.0
4805,D,120,112,93.33
4805,E,120,111,92.5
4805,F,120,98,81.67
4805,G,120,78,65.0
4806,A,120,103,85.83
4806,B,120,78,65.0
4806,C,120,98,81.67
4806,D,120,113,94.17
4806,E,120,116,96.67
4806,F,120,103,85.83
4806,G,120,82,68.33
4807,A,120,99,82.5
4807,B,120,74,61.67
4807,C,120,98,81.67
4807,D,120,115,95.83
4807,E,120,116,96.67
4807,F,120,102,85.0
4807,G,120,79,65.83
4808,A,120,100,83.33
4808,B,120,84,70.0
4808,C,120,94,78.33
4808,D,120,114,95.0
4808,E,120,113,94.17
4808,F,120,101,84.17
4808,G,120,79,65.83
4809,A,120,106,88.33
4809,B,120,79,65.83
4809,C,120,99,82.5
4809,D,120,114,95.0
4809,E,120,112,93.33
4809,F,120,102,85.0
4809,G,120,81,67.5
4810,A,120,100,83.33
4810,B,120,71,59.17
4810,C,120,93,77.5
4810,D,120,114,95.0
4810,E,120,113,94.17
4810,F,120,104,86.67
4810,G,120,75,62.5
4811,A,120,106,88.33
4811,B,120,75,62.5
4811,C,120,99,82.5
4811,D,120,112,93.33
4811,E,120,110,91.67
4811,F,120,101,84.17
4811,G,120,74,61.67
4812,A,120,97,80.83
4812,B,120,77,64.17
4812,C,120,98,81.67
4812,D,120,114,95.0
4812,E,120,116,96.67
4812,F,120,102,85.0
4812,G,120,81,67.5
4813,A,120,104,86.67
4813,B,120,77,64.17
4813,C,120,95,79.17
4813,D,120,117,97.5
4813,E,120,111,92.5
4813,F,120,98,81.67
4813,G,120,80,66.67
4814,A,120,102,85.0
4814,B,120,77,64.17
4814,C,120,94,78.33
4814,D,120,111,92.5
4814,E,120,108,90.0
4814,F,120,106,88.33
4814,G,120,73,60.83
4815,A,120,106,88.33
4815,B,120,85,70.83
4815,C,120,96,80.0
4815,D,120,114,95.0
4815,E,120,110,91.67
4815,F,120,102,85.0
4815,G,120,74,61.67
4816,A,120,98,81.67
4816,B,120,78,65.0
4816,C,120,102,85.0
4816,D,120,115,95.83
4816,E,120,106,88.33
4816,F,120,90,75.0
4816,G,120,82,68.33
4817,A,120,103,85.83
4817,B,120,90,75.0
4817,C,120,101,84.17
4817,D,120,117,97.5
4817,E,120,113,94.17
4817,F,120,105,87.5
4817,G,120,85,70.83
4818,A,120,102,85.0
4818,B,120,78,65.0
4818,C,120,92,76.67
4818,D,120,112,93.33
4818,E,120,109,90.83
4818,F,120,102,85.0
4818,G,120,72,60.0
4819,A,120,91,75.83
4819,B,120,70,58.33
4819,C,120,93,77.5
4819,D,120,113,94.17
4819,E,120,113,94.17
4819,F,120,100,83.33
4819,G,120,77,64.17
4820,A,120,106,88.33
4820,B,120,83,69.17
4820,C,120,97,80.83
4820,D,120,113,94.17
4820,E,120,111,92.5
4820,F,120,106,88.33
4820,G,120,78,65.0
4821,A,120,103,85.83
4821,B,120,72,60.0
4821,C,120,100,83.33
4821,D,120,114,95.0
4821,E,120,114,95.0
4821,F,120,105,87.5
4821,G,120,80,66.67
4822,A,120,106,88.33
4822,B,120,79,65.83
4822,C,120,97,80.83
4822,D,120,113,94.17
4822,E,120,112,93.33
4822,F,120,96,80.0
4822,G,120,78,65.0
4823,A,120,103,85.83
4823,B,120,76,63.33
4823,C,120,94,78.33
4823,D,120,118,98.33
4823,E,120,114,95.0
4823,F,120,104,86.67
4823,G,120,80,66.67
4824,A,120,101,84.17
4824,B,120,71,59.17
4824,C,120,103,85.83
4824,D,120,116,96.67
4824,E,120,115,95.83
4824,F,120,111,92.5
4824,G,120,79,65.83
4825,A,120,92,76.67
4825,B,120,79,65.83
4825,C,120,97,80.83
4825,D,120,113,94.17
4825,E,120,108,90.0
4825,F,120,105,87.5
4825,G,120,73,60.83
4826,A,120,105,87.5
4826,B,120,76,63.33
4826,C,120,99,82.5
4826,D,120,115,95.83
4826,E,120,112,93.33
4826,F,120,104,86.67
4826,G,120,76,63.33
4827,A,120,105,87.5
4827,B,120,76,63.33
4827,C,120,95,79.17
4827,D,120,113,94.17
4827,E,120,114,95.0
4827,F,120,106,88.33
4827,G,120,79,65.83
4828,A,120,108,90.0
4828,B,120,84,70.0
4828,C,120,95,79.17
4828,D,120,116,96.67
4828,E,120,115,95.83
4828,F,120,108,90.0
4828,G,120,73,60.83
4829,A,120,102,85.0
4829,B,120,78,65.0
4829,C,120,98,81.67
4829,D,120,112,93.33
4829,E,120,113,94.17
4829,F,120,102,85.0
4829,G,120,79,65.83
4830,A,120,100,83.33
4830,B,120,84,70.0
4830,C,120,98,81.67
4830,D,120,112,93.33
4830,E,120,111,92.5
4830,F,120,97,80.83
4830,G,120,84,70.0
4831,A,120,103,85.83
4831,B,120,78,65.0
4831,C,120,93,77.5
4831,D,120,113,94.17
4831,E,120,108,90.0
4831,F,120,104,86.67
4831,G,120,71,59.17
4832,A,120,100,83.33
4832,B,120,71,59.17
4832,C,120,97,80.83
4832,D,120,115,95.83
4832,E,120,116,96.67
4832,F,120,103,85.83
4832,G,120,82,68.33
4833,A,120,105,87.5
4833,B,120,78,65.0
4833,C,120,83,69.17
4833,D,120,111,92.5
4833,E,120,113,94.17
4833,F,120,106,88.33
4833,G,120,84,70.0
4834,A,120,106,88.33
4834,B,120,79,65.83
4834,C,120,96,80.0
4834,D,120,112,93.33
4834,E,120,114,95.0
4834,F,120,101,84.17
4834,G,120,78,65.0
4835,A,120,110,91.67
4835,B,120,77,64.17
4835,C,120,99,82.5
4835,D,120,112,93.33
4835,E,120,112,93.33
4835,F,120,98,81.67
4835,G,120,78,65.0
4836,A,120,102,85.0
4836,B,120,78,65.0
4836,C,120,94,78.33
4836,D,120,113,94.17
4836,E,120,112,93.33
4836,F,120,101,84.17
4836,G,120,79,65.83
4837,A,120,99,82.5
4837,B,120,76,63.33
4837,C,120,98,81.67
4837,D,120,113,94.17
4837,E,120,108,90.0
4837,F,120,102,85.0
4837,G,120,79,65.83
4838,A,120,101,84.17
4838,B,120,87,72.5
4838,C,120,96,80.0
4838,D,120,112,93.33
4838,E,120,116,96.67
4838,F,120,101,84.17
4838,G,120,79,65.83
4839,A,120,98,81.67
4839,B,120,82,68.33
4839,C,120,98,81.67
4839,D,120,117,97.5
4839,E,120,115,95.83
